,ci_test_results,z_test_results,z_test_p_values,mean_diff
AC012314.21,True,False,0.4617454952751161,-1.063768199415954
AC012314.22,True,False,0.34470501590574376,-0.7992209368825995
AC012314.23,True,False,0.6777273666891148,0.6495814176620001
AC012314.24,True,False,0.5094791318414302,-0.7913788978163999
AC012314.25,True,False,0.9157379981298426,0.056500499362470924
AC012314.26,True,False,0.41535474337317624,0.16021047994566004
AC012314.27,True,False,0.2704362753151013,1.4298812404119996
AC012314.28,True,False,0.30945135094478093,1.5679803620908002
AC012314.29,True,False,0.5557060971128017,-0.2798303076289137
AC012314.3,True,False,0.5023805229795382,0.8647301337309667
AC012314.30,True,False,0.2814981935552059,0.6412397141880319
AC012314.31,True,False,0.566572617815726,0.5986213200290003
AC012314.32,True,False,0.4417787411328392,0.799008747276889
AC012314.33,True,False,0.6249249037894428,-0.2713456516491664
AC012314.34,True,False,0.10394863756541575,1.86155888722474
AC012314.35,True,False,0.8536971582714229,-0.30917164216360016
AC012314.36,True,False,0.22922194756533387,-1.0297287543373939
AC012314.37,True,False,0.14780889757939894,2.17861900171618
AC012314.4,True,False,0.2870931324539837,-0.6734310597791692
AC012314.5,True,False,0.19160458878286735,2.0258797929349504
AC012314.7,True,False,0.27131798510875516,1.9249676267302
AC012314.9,True,False,0.2463849365455697,0.5135957962933053
AC013269.5,True,False,0.5986945933298787,0.46228294598789255
AC016142.1,True,False,0.11050585030760823,3.3380716609900007
AC016549.1,True,False,0.0607037385570099,4.341522925266436
AC017081.1,True,False,0.10651083728057076,-3.0435399376399985
AC018755.18,True,False,0.36674696540693386,1.1436070927580007
AC022405.1,True,False,0.09682877540746761,1.9919047599580004
AC023491.2,True,False,0.16118621634344144,-1.4609708168988802
AC025048.1,True,False,0.26176648254350743,-1.5210391215045442
AC026369.1,True,False,0.39017722833685853,1.1592745971032994
AC037482.2,True,False,0.7010119664865633,0.37239975499781997
AC037482.3,True,False,0.8478890711066542,0.21896526482796652
AC055733.1,True,False,0.6508188614852526,-0.5613765465497023
AC066615.1,True,False,0.25347644004498016,1.805005276650443
AC069063.2,True,False,0.7313727933131959,-0.46690749798402065
AC073333.1,True,False,0.7494851882021013,0.5596326116000085
AC087762.1,True,False,0.11203392937571455,-1.3534762087229675
AC092159.1,True,False,0.3018241516848882,-0.32132934221460596
AC092718.1,True,False,0.4687515025770074,0.884321934233034
AC092881.1,True,False,0.1193421610008808,2.822901757275999
AC104981.1,True,False,0.8920044796800186,-0.1931298508820798
AC108925.1,True,False,0.7773252054798683,-0.3307774995483921
AC109829.2,True,False,0.06208173445092489,1.0923482585777922
AC124312.1,True,False,0.5124532927788985,0.6137742532279404
AC129492.1,False,True,0.0022256536819277397,-2.267675371580001
AC133551.1,True,False,0.9274660197073561,0.09876997754136929
AC136352.4,True,False,0.9699476395694482,-0.05293932413304803
AC136612.1,True,False,0.9061937052745408,-0.08650272457709718
AC139026.1,True,False,0.34334409895743856,-1.1846543548399997
AC145212.2,True,False,0.7260642539318665,0.33632357335999785
AC171558.1,True,False,0.4489167939082239,0.92110807324032
AC171558.2,True,False,0.5055564433371138,0.2749120662374278
AC213203.1,True,False,0.6408849442071496,0.2260873371510692
AC233755.1,False,True,2.0761501476975467e-12,274.110513343868
AC240274.1,True,False,0.44701200342494274,-0.8245208101999992
AC241377.2,True,False,0.648774372815047,-0.7924600551412997
AC241585.2,True,False,0.6327810218339787,-0.6793634435999998
AC243586.1,True,False,0.15686189677455692,1.3932451203488019
AC243687.1,True,False,0.7127549171258637,0.23337510392400018
AC243734.1,True,False,0.9006406441992123,0.19282966183096795
AC243756.1,True,False,0.7255146914645304,0.3652888652419999
AC243790.2,True,False,0.35425192386416005,-2.031408094619815
AC243829.1,False,True,4.455632651225077e-05,-348.76620658048006
AC243906.1,True,False,0.1304868785870684,1.0047899280649606
AC243945.1,True,False,0.5787551029748854,0.9980623395699428
AC245100.1,True,True,0.01184541396511448,-5.212228427700001
ACAA1,False,True,1.9355557751011957e-15,-12.193195184000004
ACAA2,False,True,7.122802128439256e-24,-20.014986681999986
ACACA,True,False,0.06102489773198343,2.6085785545999975
ACACB,True,False,0.17344451448700016,1.7071029794999992
ACAD10,True,False,0.7734212389384838,0.3812450310000024
ACAD11,False,True,0.00027308096048620054,-1.4465301556199996
ACAD8,False,True,0.0024343671476507543,-1.7619069832000012
ACAD9,True,False,0.5191524972574757,-0.48456071839999737
ACADL,True,False,0.5349286281188348,1.006299184793575
ACADM,False,True,2.52708797433228e-06,8.115804940599997
ACADS,False,True,0.0002665469741028487,-4.268338569800003
ACADSB,True,False,0.14341294335101543,-1.6030442900000015
ACADVL,False,True,2.2224700554304522e-07,-14.095993650000011
ACAN,True,False,0.9058303122532775,-0.1989581732030996
ACAP1,False,True,3.340981779964561e-18,-47.865478611999976
ACAP2,False,True,0.000795515759190095,-7.630831444000002
ACAP3,True,False,0.5631141897162464,0.9770969933999982
ACAT1,True,True,0.039541884560315224,3.9747436839999892
ACAT2,True,False,0.21329975666091905,-1.799154484399999
ACBD3,False,True,1.2580718659348047e-13,7.600342062599999
ACBD4,True,False,0.5242320949007602,0.5009345377999992
ACBD5,False,True,1.5294701868174886e-13,-5.9836671179999925
ACBD6,True,False,0.8946379588546531,0.12746334199999865
ACBD7,True,False,0.3617198690873191,-1.6762882331859998
ACCS,True,False,0.6553384829575911,-0.6734411609199995
ACCSL,True,False,0.3995551184109838,-0.623699146197354
ACD,True,True,0.022961798756414777,-1.987791406600003
ACE,True,False,0.05145441858702606,-3.5882499680745994
ACE2,True,False,0.4138238608609869,-1.0337873282473993
ACER1,True,False,0.4393351678316415,-0.5148696390296021
ACER2,True,False,0.28272751480951575,1.4702704361840002
ACER3,True,False,0.777823650594428,-0.3432496591999996
ACHE,True,False,0.23163188112439093,-2.0479156670865994
ACIN1,True,True,0.021034350021275593,-3.4073630479999935
ACKR1,True,False,0.2600631397708706,1.9471812572268747
ACKR2,True,False,0.15474432333833818,2.8599420147723005
ACKR3,True,False,0.16966351678770275,-3.176545997222
ACKR4,True,False,0.30680836264654465,1.5053265839906
ACLY,True,False,0.48645604884192717,-2.141606218000007
ACMSD,True,False,0.8011676991833382,0.14815376022182358
ACO1,True,False,0.5285356604763823,0.6179400858000008
ACO2,False,True,0.0030264017926393692,3.7941995900000194
ACOT1,True,False,0.4970684109571637,-1.2919969965279998
ACOT11,True,False,0.14274784655665027,1.9115001441400001
ACOT12,True,False,0.2638665979639061,0.9699235431720339
ACOT13,True,False,0.4664323741291603,0.6798020058000027
ACOT2,True,True,0.02907134789060901,-1.5975410039999964
ACOT4,False,True,0.011984201056446308,-3.0836842818439996
ACOT6,True,False,0.15857833118771536,-2.061194785149924
ACOT7,True,False,0.05432040596497716,-4.789133787200001
ACOT8,False,True,1.6449956617242716e-06,-3.247823719200003
ACOT9,True,True,0.012807028176445058,-4.58533459880001
ACOX1,True,False,0.8472329594705373,0.17732487479999648
ACOX2,True,False,0.2758865208594218,-1.1183722331915336
ACOX3,True,False,0.6643423439070345,-0.41216983260000006
ACOXL,True,False,0.31659164307813425,0.9847473699068003
ACP1,False,True,6.113901932864382e-06,-9.783012952000007
ACP2,True,False,0.0606858714689181,-2.3854355699999985
ACP5,True,False,0.8297532635896134,2.39181336839998
ACP6,True,False,0.35996008999608,1.5339224236
ACPP,True,False,0.3910086092358569,10.399586991825004
ACPT,True,False,0.5004962830395452,1.0038297455415002
ACR,True,False,0.48717694912320253,-0.5155997460712743
ACRBP,True,False,0.8768266743669756,-0.10490786423200049
ACRC,True,False,0.30035059325709434,1.9597876508979999
ACRV1,True,True,0.04105474858293607,-1.746497478576
ACSBG1,True,False,0.5062780971047129,0.936357220498
ACSBG2,True,False,0.15733557221179018,-1.5254419668215926
ACSF2,True,False,0.06203788561954591,2.4742897049800003
ACSF3,True,False,0.05007582665258525,-1.677257009199998
ACSL1,True,False,0.19140267111277987,-16.936838332999983
ACSL3,True,False,0.10757531559262935,6.402322913999988
ACSL4,True,False,0.7569245861935643,-0.614302005799999
ACSL5,False,True,0.00017772856142052402,-6.414605365399993
ACSL6,True,False,0.3018303200181601,-1.280854295895999
ACSM1,True,False,0.46365747035464966,1.354146244473001
ACSM2A,True,False,0.10634032178250329,2.2065240779207187
ACSM2B,True,False,0.9212000766062138,0.06490762545020012
ACSM3,True,False,0.20683992254227956,0.7078079122799998
ACSM5,True,False,0.7956347873678324,-0.21513781263279985
ACSS1,True,True,0.013324642716045896,-5.8661886800000005
ACSS2,True,False,0.3722918386457803,1.0292381962200015
ACSS3,True,False,0.49076131653229194,-0.19207852916519008
ACTA1,True,False,0.23140419606626628,1.4478777872454798
ACTA2,True,False,0.25640902151008116,-23.689836034119992
ACTB,False,True,4.6681588156294584e-12,-822.7931209999997
ACTBL2,True,False,0.16345479269012564,-0.7272015937159748
ACTC1,True,False,0.8829041016308526,-0.19580437079376645
ACTG1,True,True,0.009328424464105872,-180.7427571799999
ACTG2,True,False,0.7266935810788024,-1.2163768494690004
ACTL10,True,False,0.24855187605959372,1.1792470159700006
ACTL6A,True,False,0.9221998915883974,0.14700302119999975
ACTL6B,True,False,0.09574774498549285,-1.064316930712515
ACTL7A,True,False,0.24487889312536137,-0.73398302210268
ACTL7B,True,False,0.45310684778191146,0.33485666874200004
ACTL8,True,False,0.3720293416778132,0.7906075899057898
ACTL9,True,False,0.10389698171021276,-2.1181493456403464
ACTN1,True,False,0.8381011066713775,1.5159562121999812
ACTN2,True,False,0.21171028124973978,1.8445099094145108
ACTN3,True,False,0.39899869126168264,0.7711259152758803
ACTN4,False,True,1.5869263734272428e-05,-37.88666894199994
ACTR10,False,True,0.0005627255763113389,-3.16461741
ACTR1A,False,True,1.1497654856287942e-05,-8.082236562000006
ACTR1B,False,True,6.206049875739958e-08,-5.789492090000003
ACTR2,True,True,0.03286708840845035,-11.857609589999981
ACTR3,False,True,1.4192847570219506e-05,-25.93028033600001
ACTR3B,True,False,0.12831547710064972,1.9525148568999988
ACTR3C,True,False,0.1973535868667341,1.8802246518900025
ACTR5,True,False,0.45098982921626396,1.5679485529999972
ACTR6,True,False,0.12257840642578742,-2.2129214796000003
ACTR8,True,False,0.9950160285792866,-0.013549504399996692
ACTRT1,True,False,0.2684375545428275,1.450255390629078
ACTRT2,True,False,0.6993805449641599,-0.5378214356361098
ACTRT3,True,False,0.3412428263468823,1.643385621645
ACVR1,True,False,0.3706376425884288,0.5754766535999991
ACVR1B,True,True,0.04208931946992406,-2.345231478339999
ACVR1C,True,False,0.48864688156376,-1.2102549240493594
ACVR2A,False,True,0.0011619301677506248,-1.4732411641399992
ACVR2B,True,False,0.28047458356002464,1.172754717044
ACVRL1,True,False,0.051277733879225185,-3.7577380722577995
ACY1,True,False,0.8887054015685601,0.22660109579999954
ACY3,True,False,0.09792916272673366,2.635795478030001
ACYP1,False,True,1.2888730616707755e-07,-5.552077090600008
ACYP2,True,False,0.0900713924309919,-2.608311773599997
ADA,False,True,1.3010329459406033e-10,-17.7036572134
ADAD1,True,False,0.6906598240656168,-0.4361611313981646
ADAD2,True,False,0.7434422999684048,-0.47447966248123996
ADAL,True,False,0.2471666321747651,1.246842515200001
ADAM10,False,True,9.27380632957551e-07,-13.561744914000002
ADAM11,True,False,0.8114304594739297,0.3176113732149597
ADAM12,True,False,0.38620743442531436,1.047426059413799
ADAM15,True,False,0.3004068962797112,-3.482179609600003
ADAM17,True,True,0.014231337404001267,2.5034968942000013
ADAM18,True,False,0.7494089866822821,0.5747374372676513
ADAM19,False,True,9.0988152498974e-29,37.36088534883999
ADAM2,True,False,0.18552023978338206,0.962745610538901
ADAM20,True,False,0.7803979522032725,-0.16635456380962044
ADAM21,True,False,0.39353817840511973,0.4743247880546002
ADAM22,True,False,0.26401002798625994,1.8862313387699992
ADAM23,True,False,0.25535750124654544,1.4288814477424001
ADAM28,False,True,5.34710396710174e-34,44.27560094818
ADAM29,True,False,0.09452661215458234,2.089396945181936
ADAM30,True,False,0.9447293996459893,0.040925830737804314
ADAM32,True,False,0.19224619940218013,1.5560888478764001
ADAM33,True,False,0.08545210812544514,-1.7626085955070607
ADAM7,True,False,0.5622981342309225,0.5633765850031611
ADAM8,False,True,1.06055671448536e-25,-73.64401548280004
ADAM9,True,False,0.17070228968919976,6.803583345799993
ADAMDEC1,True,False,0.8217223601826043,0.5783268546766998
ADAMTS1,True,False,0.06337682434649727,-6.561943229282001
ADAMTS10,False,True,5.3876218482360395e-42,-12.873978543617998
ADAMTS12,True,False,0.5162344418063851,1.3323665186240023
ADAMTS13,True,False,0.2224635906592255,-1.7358660616519996
ADAMTS14,True,False,0.7919071347979365,-0.2795181254778001
ADAMTS15,True,False,0.3530519839745909,1.9041055856302371
ADAMTS16,True,True,0.04964326433004381,1.4521746057542
ADAMTS17,True,False,0.5864517918287411,-0.8286749493658201
ADAMTS18,True,False,0.5960561912309492,0.8351460383598803
ADAMTS19,True,False,0.8407549193375358,-0.14948432921733712
ADAMTS2,True,False,0.40268965194916884,0.9971655585306003
ADAMTS20,True,False,0.41273625629304334,-1.5860361304920199
ADAMTS3,True,False,0.16649679353997093,-1.26156795977588
ADAMTS4,True,False,0.4184385099919826,-1.150678822491999
ADAMTS5,True,False,0.135114185026521,1.3726180810359858
ADAMTS6,True,False,0.25337032744938337,1.7542369012105996
ADAMTS7,True,False,0.7118135035880631,0.5806665842798004
ADAMTS8,True,False,0.3793022012341284,-0.7314188542246238
ADAMTS9,True,False,0.7241783388233406,-0.6075768966697197
ADAMTSL1,True,False,0.3176986104536632,1.5041864430213772
ADAMTSL2,True,False,0.6296681643121942,-0.37711141204312026
ADAMTSL3,True,False,0.41628130058957413,-0.8103519315349913
ADAMTSL4,True,False,0.6264765095097629,0.9661158295500005
ADAMTSL5,True,False,0.9936562765744003,0.008568395033400567
ADAP1,False,True,8.950999601568197e-16,-15.841231209180009
ADAP2,True,False,0.9460013017256932,-0.14004297447199932
ADAR,True,False,0.40603918757318735,-3.1791218019999974
ADARB1,True,False,0.2148661575403953,2.205347516600007
ADARB2,True,False,0.5847117207864017,0.6671114836880003
ADAT1,True,False,0.42524249553249927,-1.6277553199999986
ADAT2,True,False,0.9037988175543324,0.1552618631999998
ADAT3,True,False,0.5734856291814356,0.9219363633800004
ADCK1,True,False,0.5850360556181045,1.007314204427999
ADCK2,True,False,0.5914580475925177,-0.5515927816000001
ADCK3,True,False,0.09308292588297734,-1.6400597879999985
ADCK4,False,True,0.005865172695795021,-2.4314109015999996
ADCK5,True,False,0.8626478969970852,0.3016636862999995
ADCY1,True,False,0.8959622999357851,0.11166893329840022
ADCY10,True,False,0.8629734630489361,-0.16134585348100017
ADCY2,True,False,0.364498448980356,-0.81749824327892
ADCY3,True,True,0.006556850366841458,3.8564769477999903
ADCY4,True,False,0.17290609796301304,-1.394441027363
ADCY5,True,False,0.36371478875786845,-0.7875782379982998
ADCY6,True,False,0.4265064262153252,0.7858595043439998
ADCY7,False,True,1.1389753610426095e-47,-58.24402113259998
ADCY8,True,False,0.4043814792690388,0.8864670021700313
ADCY9,False,True,0.0015221631782300757,-3.773580713480003
ADCYAP1,True,False,0.6242609140361224,0.4371183482036862
ADCYAP1R1,True,False,0.08737888238723072,-3.77334255528078
ADD1,False,True,7.121474796338506e-11,-20.697888828000032
ADD2,False,True,5.642223649890389e-05,3.0154005170788
ADD3,False,True,0.0002431109947797778,-11.70749425199999
ADGRA1,True,False,0.2219724483346054,-0.9572135122020972
ADGRA2,False,True,0.0009918687187359656,-3.2724286128593985
ADGRA3,True,False,0.826257260298581,-0.29006443391599834
ADGRB1,True,False,0.07418282933869172,0.8986728688269999
ADGRB2,False,True,0.001670975942936931,-1.4421284444009994
ADGRB3,True,False,0.46913540592547665,-0.4924946060827591
ADGRD1,True,False,0.6375144209042372,-0.5046220657273799
ADGRE1,True,False,0.17976301259000094,-1.7875101067933192
ADGRE2,True,False,0.5516861818303832,-0.7865805347860011
ADGRE3,True,False,0.28996894328333345,2.9079886393192
ADGRE5,False,True,4.040179369302778e-34,-151.539868968
ADGRF1,True,False,0.24583183114194596,2.0360627640547433
ADGRF2,True,False,0.9094886511762308,-0.23065376758898726
ADGRF3,True,False,0.8566380391239625,-0.3660635301650004
ADGRF4,True,False,0.0588178708701274,1.5009956150592743
ADGRF5,True,False,0.5992522785502925,-0.9533354685401303
ADGRG1,False,True,3.943921261708285e-46,-177.9675560013
ADGRG2,True,False,0.10351646169774302,1.7002396248245795
ADGRG3,False,True,1.1045365563173227e-05,-8.582706874553395
ADGRG4,True,False,0.45365310732242947,-1.1356626529186054
ADGRG5,False,True,9.558913045531108e-09,-12.576718875895999
ADGRG6,True,False,0.7243217750585238,0.6509140279055998
ADGRG7,True,False,0.4022089906967514,0.4309764802342102
ADGRL1,False,True,0.0041926791526824495,-4.295793297540001
ADGRL2,True,False,0.976904154830634,-0.021554222823420233
ADGRL3,True,False,0.7080653154820251,0.3279908405533001
ADGRL4,True,False,0.4238400467596253,1.8665830592959995
ADGRV1,True,False,0.38621692569711064,-1.6877408575660002
ADH1A,True,False,0.12742918898293382,-1.1219961912261691
ADH1B,True,False,0.19858039486201817,-4.527458760225141
ADH1C,True,False,0.4864654021445335,-0.658667373663707
ADH4,True,False,0.4645281007967029,1.1539189409871997
ADH5,True,False,0.11710113884060405,-3.118068112800003
ADH6,True,False,0.7005003821046378,0.40362304719244
ADH7,True,False,0.471739950008623,0.6285908065754433
ADHFE1,True,False,0.40929592086690103,-0.9532945578426002
ADI1,True,False,0.09700786974793607,3.8027368519999953
ADIG,True,False,0.14913143969430043,-1.0696089977483654
ADIPOQ,True,False,0.42040574927996854,-0.8473147616836276
ADIPOR1,True,False,0.2927313049689243,-2.3440617880000048
ADIPOR2,True,False,0.10178137773151362,-2.0075636694000067
